what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770768813
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770772423
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770772438
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770773037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770773050
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770775229
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770775245
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770776668
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770776682
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770779966
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770779982
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770782449
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1432770787507
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770791513
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770793181
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1432770793425
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770793477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770799075
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770799091
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770801979
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770801993
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770803328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770803343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770806605
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770806620
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770808942
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1432770815621
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770825840
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770827443
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1432770827750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770827754
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770830572
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770830589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770831351
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770831366
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770833075
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770833090
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770834632
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770834647
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770836572
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770836586
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1432770838362
